,image_local_name,hashtags,deep_features,id,features
534,cd38bd07-069e-44a2-9299-b1044d58d81e.jpg,"['#blacklist', '#cars', '#adana', '#carslifestyle', '#lotus', '#carstsgram', '#luxury', '#supercars', '#evora', '#carstangram', '#supercar', '#luxurylifestyle', '#carlifestyle', '#lifestyle', '#amazingcar', '#carsofinstagram', '#exoticcars', '#instagood']",[0.         0.         0.18756233 ... 0.11588877 0.11914713 0.        ],534,"[0.4929271638393402, -0.4688059389591217, -0.29985785484313965, 0.20714901387691498, -0.011976005509495735, -0.4046345055103302, -0.26288899779319763, 0.03206472471356392, 0.05310843884944916, -0.6253061294555664]"
655,61ae9aec-3f17-482a-93db-97a64f2e8179.jpg,"['#ke', '#animal', '#amazing', '#instago', '#instagram', '#instadaily', '#like', '#followme', '#instacool', '#followforfollowback', '#instagood', '#nature', '#cat', '#happy', '#smile', '#photooftheday', '#colorful', '#insta', '#life', '#follow', '#post', '#style', '#picoftheday', '#food', '#instalike', '#likeforlikes', '#instafollow']",[0.         0.82317126 0.03235491 ... 0.35516655 0.         1.649529  ],655,"[0.44407758116722107, -0.06953524798154831, 0.22196030616760254, -0.2551644742488861, 0.4499460756778717, -0.0735476166009903, -0.2233172357082367, 0.2946629226207733, 0.8188578486442566, 0.04763631522655487]"
997,3c67996b-2328-4d80-8728-04680d351e37.jpg,"['#confettata', '#wedding', '#castellocernuscolombardone', '#castle', '#sweet', '#celebration', '#traditions', '#confetti', '#italian', '#italiantradition', '#marriage', '#candy', '#gift', '#bomboniere', '#ceremony', '#love', '#forever', '#memories']",[0.0215142  0.24013256 0.         ... 0.31741703 0.26620212 0.        ],997,"[-0.45220670104026794, 0.1490427404642105, -0.14384493231773376, 0.0936116948723793, 0.13111582398414612, 0.2448549121618271, -0.7453364133834839, 0.3955915868282318, 0.14501972496509552, -0.2835942506790161]"
228,ff3b9e34-e560-4a23-851a-21c310bb28a0.jpg,"['#travel', '#believeinyourself']",[0.48018265 0.05402571 0.         ... 0.01654644 0.         0.12680708],228,"[0.18129734694957733, -0.011277624405920506, -0.029698945581912994, -0.09316915273666382, 0.05917680636048317, -0.09678329527378082, -0.12431517988443375, 0.008047136478126049, 0.15016430616378784, -0.11137302219867706]"
478,e50017a9-5cf0-48c0-9552-f65bbd9e2680.jpg,"['#happyhardu', '#babiesindiaofficial', '#babiesarecute', '#babiesofinstagram', '#babydoll', '#babygirl', '#babyphotoshootideas', '#cutebaby', '#bows', '#babysanta', '#adorabblebabiess', '#cutegirl', '#doses', '#babyclothes', '#bow', '#babiesenthusiasts', '#babies', '#babymodel', '#amazingbabys', '#cute']",[0.24011017 0.         0.         ... 0.05403173 0.         0.        ],478,"[-0.2643522620201111, -0.23494453728199005, -0.19245967268943787, 0.5390041470527649, -0.46455809473991394, -0.31153997778892517, -0.4060004949569702, 0.585857093334198, 0.25617972016334534, -0.10183058679103851]"
303,661a98e8-92c2-4c86-8bc6-0e6f6d8da7b8.jpg,"['#naturegeography', '#natureshots', '#naturelife', '#natureaddict', '#naturegram', '#nature', '#naturepics', '#naturelove', '#natureshot', '#naturebeauty', '#natureelite', '#naturelover', '#natureonly', '#natureaddictsun', '#naturephotos', '#naturelovers', '#naturepic', '#naturephoto']",[2.7792814  0.04872866 0.05778059 ... 0.10669844 0.         0.06730875],303,"[-0.23503127694129944, -0.4113767743110657, -0.09152975678443909, -0.6291091442108154, -0.17180414497852325, -0.07154914736747742, -0.35331597924232483, -0.47157230973243713, 0.28428810834884644, -0.254570335149765]"
426,287c5af8-ed4d-4925-b2b1-ae66bba51e33.jpg,"['#babyboy', '#babiesofinstagram', '#pregnancy', '#babygirl', '#babysession', '#newbornbabygirl', '#newbornsession', '#babyphotography', '#maternity', '#newbornbaby', '#handsomebaby', '#newborntwins', '#newbornbabies', '#capturedbyanila', '#newbornpose', '#newborntwinsphotography', '#babieswithstyle', '#newbornhospitalphotography', '#babyposing', '#cutenessoverload', '#americanclinic', '#justbaby', '#babies', '#newborn', '#newbornphotography', '#newbornphotographer', '#newbornposing', '#newbornbabyboy', '#pregnancysession']",[0.         0.76984453 0.         ... 0.02939058 0.19930692 0.        ],426,"[-0.3474617302417755, -0.2285163551568985, -0.326137512922287, 0.7975943088531494, -0.36906102299690247, -0.5714410543441772, -0.11510585993528366, 0.5919851064682007, 0.14056575298309326, -0.05329681560397148]"
718,f67a76b1-f4e3-4199-8cf4-feb460149341.jpg,"['#modern', '#istanbul', '#arapgir', '#malatya', '#d', '#mimarlik', '#archidaily', '#turkey', '#villa', '#luxury', '#appartment', '#in', '#project', '#mimari', '#architectural', '#tasar', '#architecture', '#modernfarmhouse', '#proje', '#sat', '#konut', '#modernvilla']",[1.6419078  0.2613232  0.         ... 0.60978246 0.25159436 0.        ],718,"[0.43091514706611633, 0.07079319655895233, -0.15745584666728973, 0.12751060724258423, -0.7944520115852356, -0.12514697015285492, 0.3327329456806183, 0.0731901228427887, 0.7379543781280518, 0.04601350054144859]"
749,e631aae8-1b32-42b6-b961-31a713e33f5b.jpg,"['#architecturedesign', '#architecture', '#tadilatdekorasyon', '#buildingdesign', '#architect', '#tadilattamirat', '#in', '#dekorasyon', '#mimaridekorasyon', '#building', '#mimari', '#mimaritasar', '#tadilat', '#mimarirestorasyon']",[0.         0.30940986 0.0260951  ... 0.08022059 0.09833212 0.5959025 ],749,"[0.3852466940879822, 0.2247888296842575, 0.010990489274263382, 0.16688813269138336, -0.549903154373169, -0.07338611036539078, 0.33544090390205383, 0.03356592357158661, 0.4481358230113983, -0.0698123574256897]"
170,6eae1154-d625-4f57-aeea-066e132e9eb5.jpg,"['#daily', '#ootd', '#selfie']",[0.00189538 0.04872986 0.         ... 0.60941017 0.         0.13100651],170,"[0.11871747672557831, 0.023088976740837097, 0.18710315227508545, 0.09496452659368515, 0.18323686718940735, 0.08122210949659348, 0.07178439944982529, 0.13017231225967407, 0.3989109694957733, 0.07300128042697906]"
702,063297e7-cd61-4ebf-8a5b-77879a7cde0f.jpg,"['#nikonitalia', '#igerstoscana', '#italiainunoscatto', '#architettura', '#tuscany', '#duomo', '#beniculturali', '#travelphotography', '#senzafiltro', '#italy', '#igerssiena', '#travel', '#volgosiena', '#architecture', '#globalcapture', '#yallerstoscana', '#architetturaitaliana', '#cathedral', '#travelling', '#renaissance', '#ig', '#senzafiltri', '#volgotoscana', '#colors', '#toscana', '#siena', '#rinascimento', '#yallersitalia']",[0.         0.43520918 0.         ... 0.02828258 0.         0.        ],702,"[0.7094523310661316, 0.547497570514679, -0.1056940108537674, -0.2844320833683014, 0.052649177610874176, -0.8079222440719604, 0.44509580731391907, 0.001125972718000412, 0.14336545765399933, -0.01983233354985714]"
354,36b4ee80-f07d-4d10-b578-4127e9f58b78.jpg,"['#autumntime', '#nature', '#leaf', '#falltime', '#autumn', '#autumnleaves', '#instatag', '#autumnal', '#seasons', '#autumndays', '#instaautumn', '#autumncolours', '#instafall', '#fall', '#instagramanet', '#autumnsky', '#leaffall', '#fallweather', '#orange', '#autumnstyle', '#red', '#season', '#autumncolors', '#autumnweather']",[0.03191749 0.08682904 0.         ... 0.08645603 0.00383284 0.07081116],354,"[-0.20068062841892242, -0.2574017345905304, 0.6582814455032349, -0.6670878529548645, 0.23569071292877197, 0.24352993071079254, 0.16856980323791504, -0.23482464253902435, -0.028884518891572952, -0.6268758177757263]"
807,e2628b40-7d1a-4376-b9bf-d77804955f7d.jpg,"['#painting', '#jellyfish', '#nature', '#turtle', '#drawing', '#underwater', '#aquarium', '#starfish', '#shark', '#travel', '#love', '#seahorse', '#seahorses', '#fish', '#sealife', '#marinelife', '#mermaids', '#art', '#seahorsetattoo', '#antelopecanyon', '#ocean', '#style', '#sea', '#mermaid', '#beach', '#animals', '#cute', '#usa', '#artist', '#handmade']",[1.9455894  1.2090228  0.         ... 0.         0.5752531  0.18305051],807,"[0.4902647137641907, -0.36491864919662476, -0.38638538122177124, -0.5705989003181458, -0.18435272574424744, 0.4244198501110077, -0.06428243964910507, 0.42930492758750916, 0.7519310116767883, -0.3516845107078552]"
708,77cdcc1a-10c7-4bd4-b903-c7c5db4374f6.jpg,"['#instagood', '#history', '#happy', '#fall', '#views', '#love', '#positivevibes', '#cute', '#Paphos', '#ancient', '#europe', '#peaceful', '#photooftheday', '#life', '#scenic', '#adventure', '#beautiful', '#tomb', '#discover', '#architecture', '#fun', '#instadaily', '#Cyprus', '#K', '#community', '#follow', '#travel', '#Explore']",[0.00964101 0.04265507 0.21216004 ... 0.         0.         0.        ],708,"[0.6243180632591248, -0.0925324559211731, -0.14413298666477203, -0.3330201804637909, 0.2658117413520813, 0.12261957675218582, 0.11842893064022064, 0.566702127456665, 0.8023523092269897, -0.32124051451683044]"
611,22ed87f3-f230-4520-9f59-52c71fbd7345.jpg,"['#tasty', '#fishcurry', '#foodlover', '#instafood', '#foodies', '#bhfyp', '#cooking', '#prawnsfry', '#prawncurry', '#foodporn', '#foodgasm', '#foodstagram', '#delicious', '#foodphotography', '#indianfood', '#foodie', '#homemade', '#fish', '#curry', '#prawns', '#prawn', '#prawnrecipe', '#yummy', '#foodblogger', '#dinner', '#lunch', '#seafood', '#food', '#homecooking', '#seafoodlover']",[0.22133087 1.5339776  0.         ... 0.         0.01466885 2.1578145 ],611,"[0.23267504572868347, 0.5657441020011902, -0.012630920857191086, 0.23162712156772614, 0.45704683661460876, 0.125904843211174, -0.43435513973236084, 0.5366520285606384, 0.06117787957191467, -0.3357504606246948]"
612,3f42f7c5-0f98-4f50-adb1-fca9bd328577.jpg,"['#coffee', '#breakfast', '#cinnamonrolls', '#bread', '#artisanbakery', '#breadmaking', '#food', '#good']",[0.06109746 0.         0.         ... 0.5829321  0.         2.7738585 ],612,"[0.2061087191104889, 0.41095757484436035, 0.26870161294937134, 0.08939682692289352, 0.08370155096054077, -0.06512244790792465, -0.387037456035614, -0.0016673775389790535, 0.12272092700004578, -0.1155792623758316]"
783,c9c81aaa-844a-46d4-b83b-84068d67f1cd.jpg,"['#designinspiration', '#aglosystems', '#happiness', '#like', '#spotlights', '#styleinspo', '#instastyle', '#instapic', '#lightinginspiration', '#style', '#mondolux', '#picoftheday', '#photography', '#photooftheday', '#lightingsupply', '#beautiful', '#architecture', '#instadaily', '#lighting', '#lightfittings', '#lightingsolutions', '#inspiration', '#interiordesign', '#design', '#art', '#moderndesign', '#australiandesign', '#lightinginstallation']",[0.         0.6723907  0.68525213 ... 0.11684629 0.         0.50752103],783,"[0.2594152092933655, -0.02530255913734436, 0.04377039521932602, 0.15561939775943756, -0.34656524658203125, 0.2260923981666565, 0.09832504391670227, 0.01126103289425373, 1.1717205047607422, -0.1829046756029129]"
304,0055be4f-425e-4ef1-803b-405b6d840626.jpg,"['#lovevalencia', '#valencia', '#instamoment', '#jardinurbano', '#instacool', '#green', '#travel', '#smile', '#nature', '#valenciagram', '#picoftheday', '#instagood', '#sky', '#instatravel', '#love']",[0.21267705 0.2992377  0.16192271 ... 0.15767445 0.15818934 0.14975554],304,"[0.2076874077320099, 0.11514195054769516, -0.11699323356151581, -0.3490197956562042, 0.43709051609039307, -0.18963414430618286, -0.15213695168495178, 0.0413605272769928, 0.6525083184242249, -0.22953560948371887]"
536,e2b2add8-436b-4a7e-abf8-54c213cbf0ec.jpg,"['#i', '#scorpio', '#tyre', '#punjab', '#alloywheel', '#desi', '#car', '#ghazibabad', '#bick', '#fortuner', '#swiftlover', '#haryana', '#fortunerclub', '#bullet', '#varna', '#black', '#fortunervrz', '#awd', '#xuv', '#ford', '#cars', '#Swift', '#fordendeavour', '#alto', '#mahindra', '#new']",[0.00377877 0.         2.4097834  ... 0.         0.         0.        ],536,"[0.18626843392848969, -0.47503650188446045, 0.20826902985572815, 0.1988152712583542, 0.5453698635101318, -0.22246482968330383, 0.42508482933044434, -0.06532584875822067, -0.2654169797897339, -0.6826647520065308]"
668,0b5a0994-374e-4b96-93b8-7cc228138516.jpg,"['#free', '#weightloss', '#happy', '#synfree', '#healthy', '#slimmingworld', '#food', '#freefood', '#weightgain']",[0.5346836 0.        0.        ... 0.2612358 0.9045707 0.       ],668,"[0.4743046164512634, 0.12001381814479828, -0.07161183655261993, 0.3114757537841797, 0.23236025869846344, 0.026857005432248116, -0.27117207646369934, 0.10185205936431885, 0.2937491536140442, 0.005967796314507723]"
370,a0836ee6-c04b-44d5-8b9e-cdaf0ac80646.jpg,"['#oktober', '#h', '#Nature']",[0.         0.7143705  0.13703112 ... 0.         0.09263748 0.        ],370,"[-0.06725570559501648, 0.0261188093572855, 0.11832152307033539, -0.006582575384527445, -0.08516531437635422, 0.12221255153417587, -0.08770906180143356, -0.030314544215798378, -0.014598479494452477, -0.18564608693122864]"
753,257f06a1-6800-41c1-970c-a7c03fed5ac1.jpg,"['#frenchstyle', '#museelouvre', '#architecture', '#louvre', '#pietondeparis', '#architecturefrancaise', '#france']",[0.30782917 0.14212409 0.         ... 0.8626532  0.3725129  0.2740635 ],753,"[0.19148078560829163, 0.1815059334039688, -0.2852560579776764, -0.16027812659740448, 0.017227962613105774, 0.06905123591423035, 0.2894970178604126, 0.10669160634279251, 0.2046850472688675, -0.12531116604804993]"
913,159b2acf-78e4-40e6-92ee-2caaa62a3cef.jpg,"['#wedding', '#bodorrio', '#marriage']",[0.07267939 0.         0.14767948 ... 0.         0.         0.        ],913,"[-0.13787877559661865, -0.02806599624454975, -0.06267129629850388, 0.07048726826906204, 0.11852479726076126, 0.1738605499267578, -0.08765799552202225, 0.1360207498073578, 0.12318196892738342, -0.04975789412856102]"
105,57126317-527a-4ee0-bc98-ab722e849f51.jpg,"['#zitate', '#photooftheday', '#mamaleben', '#blueeyes', '#rheinlandpfalz', '#blackhair', '#morningmotivation', '#momofboys', '#motivation', '#gutenmorgen', '#portrait', '#instagood', '#momlife', '#me', '#mom', '#momof', '#instadaily', '#morning', '#spr', '#selfie', '#zitateundspr', '#dienstag', '#momofthree', '#picoftheday', '#instapic', '#spruchdestages', '#tuesday']",[0.         0.         0.65901124 ... 0.11635311 0.         0.55899316],105,"[-0.02918415144085884, -0.0631733387708664, 0.09530720114707947, 0.31021538376808167, -0.15256910026073456, -0.1288255900144577, 0.24999885261058807, 0.22266560792922974, 1.2162166833877563, 0.2108510136604309]"
865,d1c8e49e-ff62-440a-93ad-f25266e881e3.jpg,"['#photography', '#instagram', '#shooting', '#cats', '#animals', '#catlife', '#mode', '#picoftheday', '#shoot', '#happy', '#model', '#cat', '#love', '#good', '#amour', '#chat', '#catsofinstagram']",[0.20173664 2.088544   0.7123642  ... 0.00711966 0.         2.3667338 ],865,"[0.049623578786849976, -0.06956422328948975, 0.16505756974220276, -0.005571912042796612, 0.011336024850606918, -0.35167667269706726, -0.44367823004722595, 0.4920176863670349, 0.713930606842041, 0.12884771823883057]"
298,23987124-c2e4-4f7e-a0a7-3b848eb16e46.jpg,"['#travelgram', '#natgeoyourlens', '#epic', '#natgeoyourshot', '#goprohero', '#kerelatourism', '#travelphotography', '#jatayu', '#shotongopro', '#bird', '#yourshot', '#india', '#jatayuearthcentre', '#yourshotphotographer', '#kerela', '#travel', '#sculpture']",[0.05085386 0.         0.09705526 ... 0.10328838 0.         0.13310385],298,"[-0.12390429526567459, 0.20132231712341309, -0.4355093836784363, -0.008454262278974056, -0.00685482332482934, -0.4979214370250702, -0.33777859807014465, -0.32186055183410645, 0.2745376229286194, -0.5584409236907959]"
726,7ba42733-0a37-4a02-9617-07f0480c279b.jpg,"['#ecole', '#hebergement', '#btp', '#architecture', '#centredeformation', '#b', '#formation', '#architectes', '#construction', '#architectelovers', '#architectureinterieure', '#bim', '#apprentissage', '#batiment']",[0.01781705 0.8782428  0.0436787  ... 0.         0.07164999 0.40093553],726,"[0.21083606779575348, 0.4031645655632019, 0.11993449181318283, 0.13837391138076782, -0.31005752086639404, -0.07966598868370056, 0.4719685912132263, 0.34297874569892883, 0.19425256550312042, -0.2613028883934021]"
837,6701e450-9c3f-4e7d-ad84-3e0bfafdafbd.jpg,"['#ukraine', '#animals', '#animalday', '#dog', '#cat', '#animallovers', '#loveanimals']",[0.19461446 0.2958348  0.37114486 ... 1.8952827  0.         0.07834648],837,"[0.18292194604873657, -0.28382354974746704, 0.12218613177537918, -0.19674959778785706, 0.009445319883525372, -0.14936815202236176, -0.19958911836147308, 0.48408687114715576, 0.1810939610004425, -0.009889579378068447]"
58,9db85315-aa8c-4580-9a39-861c7c69051c.jpg,"['#Granada', '#athletics', '#triatleta', '#run', '#atletismo', '#runner', '#o', '#running', '#trackandfield', '#m', '#atleta', '#fitness', '#Trail']","[2.6336584e-02 2.2112464e-03 4.3828952e-01 ... 2.2790089e+00 0.0000000e+00
 7.2561437e-01]",58,"[0.2729876637458801, -0.3737238049507141, 0.048597902059555054, 0.17900072038173676, 0.2403290569782257, 0.08323486894369125, -0.35625365376472473, -0.484077125787735, -0.09476656466722488, -0.31650787591934204]"
188,bc69b6ae-f3be-4cd9-89c4-5e19b6d9a9e9.jpg,"['#selfie', '#trip']",[0.         2.6613376  0.22908053 ... 0.05759554 0.02251886 1.0121399 ],188,"[0.15087583661079407, 0.06678953021764755, 0.09607170522212982, -0.1288851499557495, 0.07229440659284592, 0.05768265575170517, -0.006089117377996445, 0.09812420606613159, 0.29974639415740967, -0.0956868827342987]"
11,c7753f52-e47c-41c2-b578-ddc788f893d9.jpg,"['#mammootty', '#memeaccount', '#kadalaass', '#frirndship', '#in', '#followforfollowback', '#fitness', '#india', '#memes', '#malayalamquotes', '#malayalam', '#keralagram', '#mallupost', '#mallu', '#instagood', '#me', '#motivation', '#keralagodsowncountry', '#makeupartist', '#kerala', '#friendship', '#kochi', '#instagram', '#malappuram', '#kannur', '#instapost']",[0.         0.4436091  0.49284637 ... 0.11308264 0.08833187 1.1689041 ],11,"[0.09281007945537567, 0.05251046642661095, 0.8321868777275085, 0.10979367047548294, 0.08892244845628738, -0.2068539708852768, -0.33521929383277893, -0.3229578137397766, 0.844423234462738, 0.03864060714840889]"
